Division,Zila,Upazila/Thana,CityCorp/Paurasava,Union/Ward,Name
50,81,34,50,,GODAGARI PAURASAVA
50,81,34,50,01,WARD NO-01
50,81,34,50,02,WARD NO-02
50,81,34,50,03,WARD NO-03
50,81,34,50,04,WARD NO-04
50,81,34,50,05,WARD NO-05
50,81,34,50,06,WARD NO-06
50,81,34,50,07,WARD NO-07
50,81,34,50,08,WARD NO-08
50,81,34,50,09,WARD NO-09
50,81,34,55,,KAKANHAT PAURASAVA
50,81,34,55,11,WARD NO-01 (KAKANHAT)
50,81,34,55,12,WARD NO-02
50,81,34,55,13,WARD NO-03
50,81,34,55,14,WARD NO-04
50,81,34,55,15,WARD NO-05
50,81,34,55,16,WARD NO-06
50,81,34,55,17,WARD NO-07
50,81,34,55,18,WARD NO-08
50,81,34,55,19,WARD NO-09
50,81,34,99,22,BASUDEBPUR
50,81,34,99,25,CHAR ASHARIADAHA
50,81,34,99,28,DEOPARA
50,81,34,99,38,GODAGARI
50,81,34,99,47,GOGRAM
50,81,34,99,57,MATIKATA
50,81,34,99,66,MOHANPUR
50,81,34,99,76,PAKRI
50,81,34,99,85,RISHIKUL
50,81,40,,,MATIHAR
50,81,40,66,,RAJSHAHI CITY CORP.
50,81,40,66,28,WARD NO-28
50,81,40,66,29,WARD NO-29
50,81,40,66,30,WARD NO-30
50,81,53,,,MOHANPUR
50,81,53,65,,KESHARHAT PAURASAVA
50,81,53,65,01,WARD NO-01
50,81,53,65,02,WARD NO-02
50,81,53,65,03,WARD NO-03
50,81,53,65,04,WARD NO-04
50,81,53,65,05,WARD NO-05
50,81,53,65,06,WARD NO-06
50,81,53,65,07,WARD NO-07
50,81,53,65,08,WARD NO-08
50,81,53,65,09,WARD NO-09
50,81,53,99,13,BAKSHIMAIL
50,81,53,99,27,DHURAIL
50,81,53,99,40,GHASIGRAM
50,81,53,99,54,JAHANABAD
50,81,53,99,67,MAUGACHHI
50,81,53,99,81,ROYGHATI
50,81,72,,,PABA
50,81,72,60,,KATAKHALI PAURASAVA
50,81,72,60,01,WARD NO-01 (KATAKHALI)
50,81,72,60,02,WARD NO-02
50,81,72,60,03,WARD NO-03
50,81,72,60,04,WARD NO-04
50,81,72,60,05,WARD NO-05
50,81,72,60,06,WARD NO-06
50,81,72,60,07,WARD NO-07
50,81,72,60,08,WARD NO-08
50,81,72,60,09,WARD NO-09
50,81,72,75,,NOAHATA PAURASAVA
50,81,72,75,01,WARD NO-01 (NOAHATA)
50,81,72,75,02,WARD NO-02
50,81,72,75,03,WARD NO-03
50,81,72,75,04,WARD NO-04
50,81,72,75,05,WARD NO-05
50,81,72,75,06,WARD NO-06
50,81,72,75,07,WARD NO-07
50,81,72,75,08,WARD NO-08
50,81,72,75,09,WARD NO-09
50,81,72,99,27,BARAGACHHI
50,81,72,99,35,DAMKUR
50,81,72,99,43,DARSHAN PARA
50,81,72,99,51,HARAGRAM
50,81,72,99,54,HARIAN
50,81,72,99,61,HARIPUR
50,81,72,99,65,HUJURI PARA
50,81,72,99,87,PARILA
50,81,82,,,PUTHIA
50,81,82,80,,PUTHIA PAURASAVA
50,81,82,80,01,WARD NO-01
50,81,82,80,02,WARD NO-02
50,81,82,80,03,WARD NO-03
50,81,82,80,04,WARD NO-04
50,81,82,80,05,WARD NO-05
50,81,82,80,06,WARD NO-06
50,81,82,80,07,WARD NO-07
50,81,82,80,08,WARD NO-08
50,81,82,80,09,WARD NO-09
50,81,82,99,13,BANESHWAR
50,81,82,99,27,BELPUKURIA
50,81,82,99,40,BHALUKGACHHI
50,81,82,99,54,JEOPARA
50,81,82,99,67,PUTHIA
50,81,82,99,81,SILMARIA
50,81,85,,,RAJPARA
50,81,85,66,,RAJSHAHI CITY CORP.
50,81,85,66,01,WARD NO-01
50,81,85,66,02,WARD NO-02
50,81,85,66,03,WARD NO-03
50,81,85,66,04,WARD NO-04
50,81,85,66,05,WARD NO-05
50,81,85,66,06,WARD NO-06
50,81,85,66,07,WARD NO-07
50,81,85,66,08,WARD NO-08
50,81,85,66,10,WARD NO-10 (PART)
50,81,90,,,SHAH MAKHDUM
50,81,90,66,,RAJSHAHI CITY CORP.
50,81,90,66,17,WARD NO-17
50,81,90,66,18,WARD NO-18 (PART)
50,81,94,,,TANORE
50,81,94,70,,MUNDUMALA PAURASAVA
50,81,94,70,11,WARD NO-01 (MUNDUMALA)
50,81,94,70,12,WARD NO-02
50,81,94,70,13,WARD NO-03
50,81,94,70,14,WARD NO-04
50,81,94,70,15,WARD NO-05
50,81,94,70,16,WARD NO-06
50,81,94,70,17,WARD NO-07
50,81,94,70,18,WARD NO-08
50,81,94,70,19,WARD NO-09
50,81,94,83,,TANORE PAURASAVA
50,81,94,83,01,WARD NO-01
50,81,94,83,02,WARD NO-02
50,81,94,83,03,WARD NO-03
50,81,94,83,04,WARD NO-04
50,81,94,83,05,WARD NO-05
50,81,94,83,06,WARD NO-06
50,81,94,83,07,WARD NO-07
50,81,94,83,08,WARD NO-08
50,81,94,83,09,WARD NO-09
50,81,94,99,27,BADHAIR
50,81,94,99,40,CHANDURIA
50,81,94,99,54,KALMA
50,81,94,99,57,KAMARGAON
50,81,94,99,70,PACHANDAR
50,81,94,99,77,SARANJAI
50,81,94,99,81,TALANDA
50,88,,,,SIRAJGANJ
50,88,11,,,BELKUCHI
50,88,11,16,,BELKUCHI PAURASHAVA
50,88,11,16,01,WARD NO-01
50,88,11,16,02,WARD NO-02
50,88,11,16,03,WARD NO-03
50,88,11,16,04,WARD NO-04
50,88,11,16,05,WARD NO-05
50,88,11,16,06,WARD NO-06
50,88,11,16,07,WARD NO-07
50,88,11,16,08,WARD NO-08
50,88,11,16,09,WARD NO-09
50,88,11,99,13,BARA DHUL
50,88,11,99,27,BELKUCHI
50,88,11,99,40,BHANGABARI
50,88,11,99,54,DAULATPUR
50,88,11,99,67,DHUKARIA BERA
50,88,11,99,81,RAJAPUR
50,88,27,,,CHAUHALI
50,88,27,99,21,BAGUTIA
50,88,27,99,23,GHARJAN
50,88,27,99,27,KHAS KAULIA
50,88,27,99,31,KHAS PUKURIA
50,88,27,99,37,OMARPUR
50,88,27,99,47,SADIA CHANDPUR
50,88,27,99,71,STHAL
50,88,44,,,KAMARKHANDA
50,88,44,99,19,BHADRAGHAT
50,88,44,99,38,JAMTAIL
50,88,44,99,57,JHAWAIL
50,88,44,99,76,ROY DAULATPUR
50,88,50,,,KAZIPUR
50,88,50,20,,KAZIPUR PAURASAVA
50,88,50,20,01,WARD NO-01
50,88,50,20,02,WARD NO-02
50,88,50,20,03,WARD NO-03
50,88,50,20,04,WARD NO-04
50,88,50,20,05,WARD NO-05
50,88,50,20,06,WARD NO-06
50,88,50,20,07,WARD NO-07
50,88,50,20,08,WARD NO-08
50,88,50,20,09,WARD NO-09
50,88,50,99,15,CHAR GIRISH
50,88,50,99,17,CHALITADANGA
50,88,50,99,25,GANDAIL
50,88,50,99,34,KAZIPUR
50,88,50,99,43,KHAS RAJBARI
50,88,50,99,51,MAIJBARI
50,88,50,99,56,MANSUR NAGAR
50,88,50,99,60,NATUAR PARA
50,88,50,99,69,NISHCHINTAPUR
50,88,50,99,77,SONAMUKHI
50,88,50,99,86,SUBHAGACHHA
50,88,50,99,94,TEKANI
50,88,61,,,ROYGANJ
50,88,61,23,,ROYGANJ PAURASHAVA
50,88,61,23,01,WARD NO-01
50,88,61,23,02,WARD NO-02
50,88,61,23,03,WARD NO-03
50,88,61,23,04,WARD NO-04
50,88,61,23,05,WARD NO-05
50,88,61,23,06,WARD NO-06
50,88,61,23,07,WARD NO-07
50,88,61,23,08,WARD NO-08
50,88,61,23,09,WARD NO-09
50,88,61,99,13,BRAHMAGACHHA
50,88,61,99,19,CHANDAIKONA
50,88,61,99,28,DHAMAINAGAR
50,88,61,99,38,DHANGARA
50,88,61,99,47,DHUBIL
50,88,61,99,57,GHURKA
50,88,61,99,66,NALKA
50,88,61,99,76,PANGASHI
50,88,61,99,85,SONAKHARA
50,88,67,,,SHAHJADPUR
50,88,67,25,,SHAHJADPUR PAURASAVA
50,88,67,25,01,WARD NO-01
50,88,67,25,02,WARD NO-02
50,88,67,25,03,WARD NO-03
50,88,67,25,04,WARD NO-04
50,88,67,25,05,WARD NO-05
50,88,67,25,06,WARD NO-06
50,88,67,25,07,WARD NO-07
50,88,67,25,08,WARD NO-08
50,88,67,25,09,WARD NO-09
50,88,67,99,12,BELTAIL
50,88,67,99,14,GALA
50,88,67,99,21,GARADAHA
50,88,67,99,29,JALALPUR
50,88,67,99,36,KAIJURI
50,88,67,99,43,KAYEMPUR
50,88,67,99,51,KHUKNI
50,88,67,99,58,NARINA
50,88,67,99,65,PORJANA
50,88,67,99,73,POTAJIA
50,88,67,99,80,RUPABATI
50,88,67,99,87,HABIBULLANAGAR
50,88,67,99,94,SONATANI
50,88,78,,,SIRAJGANJ SADAR
50,88,78,50,,SIRAJGANJ PAURASAVA
50,88,78,50,01,WARD NO-01
50,88,78,50,02,WARD NO-02
50,88,78,50,03,WARD NO-03
50,88,78,50,04,WARD NO-04
50,88,78,50,05,WARD NO-05
50,88,78,50,06,WARD NO-06
50,88,78,50,07,WARD NO-07
50,88,78,50,08,WARD NO-08
50,88,78,50,09,WARD NO-09
50,88,78,50,10,WARD NO-10
50,88,78,50,11,WARD NO-11
50,88,78,50,12,WARD NO-12
50,88,78,50,13,WARD NO-13
50,88,78,50,14,WARD NO-14
50,88,78,50,15,WARD NO-15
50,88,78,99,16,BAGHBATI
50,88,78,99,17,BAHULI
50,88,78,99,25,KALIA HARIPUR
50,88,78,99,34,KAOAKOLA
50,88,78,99,43,KHOKSABARI
50,88,78,99,51,MECHHRA
50,88,78,99,60,RATANKANDI
50,88,78,99,69,SAIDABAD
50,88,78,99,77,SHIALKUL
50,88,78,99,94,CHHANGACHHA
50,88,89,,,TARASH
50,88,89,99,10,BARUHAS
50,88,89,99,21,DESHIGRAM
50,88,89,99,31,MADHAINAGAR
50,88,89,99,42,MAGURA BINOD
50,88,89,99,52,NAOGAON
50,88,89,99,63,SAGUNA
50,88,89,99,73,TALAM
50,88,89,99,84,TARASH
50,88,94,,,ULLAH PARA
50,88,94,75,,ULLAH PARA PAURASAVA
50,88,94,75,01,WARD NO-01
50,88,94,75,02,WARD NO-02
50,88,94,75,03,WARD NO-03
50,88,94,75,04,WARD NO-04
50,88,94,75,05,WARD NO-05
50,88,94,75,06,WARD NO-06
50,88,94,75,07,WARD NO-07
50,88,94,75,08,WARD NO-08
50,88,94,75,09,WARD NO-09
50,88,94,99,12,BANGALA
50,88,94,99,14,BARAHAR
50,88,94,99,21,BARA PANGASHI
50,88,94,99,29,DURGANAGAR
50,88,94,99,36,HATIKUMRUL
50,88,94,99,39,KOYRA
50,88,94,99,43,MOHANPUR
50,88,94,99,51,PANCHA KRUSHI
50,88,94,99,58,PURNIMAGANTI
50,88,94,99,65,RAMKRISHNAPUR
50,88,94,99,73,SALANGA
50,88,94,99,80,SALAP
50,88,94,99,87,UDHUNIA
50,88,94,99,94,ULLAH PARA
55,,,,,RANGPUR
55,27,,,,DINAJPUR
55,27,10,,,BIRAMPUR
55,27,10,12,,BIRAMPUR PAURASAVA
55,27,10,12,01,WARD NO-01
55,27,10,12,02,WARD NO-02
55,27,10,12,03,WARD NO-03
55,27,10,12,04,WARD NO-04
55,27,10,12,05,WARD NO-05
55,27,10,12,06,WARD NO-06
55,27,10,12,07,WARD NO-07
55,27,10,12,08,WARD NO-08
55,27,10,12,09,WARD NO-09
55,27,10,99,11,BENAIL
55,27,10,99,23,MUKUNDAPUR
55,27,10,99,35,DEOR
55,27,10,99,47,JOTBANI
55,27,10,99,59,KATLA
55,27,10,99,71,KHANPUR
55,27,10,99,83,PALI PRAYAGPUR
55,27,12,,,BIRGANJ
55,27,12,18,,BIRGANJ PAURASHAVA
55,27,12,18,01,WARD NO-01
55,27,12,18,02,WARD NO-02
55,27,12,18,03,WARD NO-03
55,27,12,18,04,WARD NO-04
55,27,12,18,05,WARD NO-05
55,27,12,18,06,WARD NO-06
55,27,12,18,07,WARD NO-07
55,27,12,18,08,WARD NO-08
55,27,12,18,09,WARD NO-09
55,27,12,99,13,BHOGNAGAR
55,27,12,99,17,MARICHA
55,27,12,99,25,MOHAMMADPUR
55,27,12,99,34,MOHANPUR
55,27,12,99,43,NIJPARA
55,27,12,99,51,PALASHBARI
55,27,12,99,60,PALTAPUR
55,27,12,99,69,SHATAGRAM
55,27,12,99,77,SATAIR
55,27,12,99,86,SHIBRAMPUR
55,27,12,99,94,SUJALPUR
55,27,17,,,BIRAL
55,27,17,99,13,AZIMPUR
55,27,17,99,19,BHANDARA
55,27,17,99,28,BIRAL
55,27,17,99,38,BIJORA
55,27,17,99,47,DHAMAIR
55,27,17,99,57,DHARMAPUR
55,27,17,99,66,FARAKKABAD
55,27,17,99,76,MANGALPUR
55,27,17,99,80,PALASHBARI
55,27,17,99,85,RANI PUKUR
55,27,17,99,95,SAHARGRAM
55,27,21,,,BOCHAGANJ
55,27,21,85,,SETABGANJ PAURASAVA
55,27,21,85,01,WARD NO-01
55,27,21,85,02,WARD NO-02
55,27,21,85,03,WARD NO-03
55,27,21,85,04,WARD NO-04
55,27,21,85,05,WARD NO-05
55,27,21,85,06,WARD NO-06
55,27,21,85,07,WARD NO-07
55,27,21,85,08,WARD NO-08
55,27,21,85,09,WARD NO-09
55,27,21,99,13,ATGAON
55,27,21,99,27,CHHATAIL
55,27,21,99,40,ISHANIA
55,27,21,99,54,MUSHIDHAT
55,27,21,99,67,NAFANAGAR
55,27,21,99,81,RANGAON
55,27,30,,,CHIRIRBANDAR
55,27,30,99,13,ABDULPUR
55,27,30,99,15,ALOKDIHI
55,27,30,99,23,AMARPUR
55,27,30,99,31,AULIA PUKUR
55,27,30,99,39,BHIAIL
55,27,30,99,47,FATEHJANAPUR
55,27,30,99,55,ISABPUR
55,27,30,99,63,NASRATPUR
55,27,30,99,71,PUNATTI
55,27,30,99,79,SAINTARA
55,27,30,99,87,SATNALA
55,27,30,99,94,TENTULIA
55,27,38,,,FULBARI
55,27,38,42,,FULBARI PAURASAVA
55,27,38,42,01,WARD NO-01
55,27,38,42,02,WARD NO-02
55,27,38,42,03,WARD NO-03
55,27,38,42,04,WARD NO-04
55,27,38,42,05,WARD NO-05
55,27,38,42,06,WARD NO-06
55,27,38,42,07,WARD NO-07
55,27,38,42,08,WARD NO-08
55,27,38,42,09,WARD NO-09
55,27,38,99,25,ALADIPUR
55,27,38,99,28,BETDIGHI
55,27,38,99,38,DAULATPUR
55,27,38,99,47,ELUARY
55,27,38,99,66,KAZIHAL
55,27,38,99,76,KHAYERBARI
55,27,38,99,84,SHIBNAGAR
55,27,43,,,GHORAGHAT
55,27,43,53,,GHORAGHAT PAURASHAVA
55,27,43,53,01,WARD NO-01
55,27,43,53,02,WARD NO-02
55,27,43,53,03,WARD NO-03
55,27,43,53,04,WARD NO-04
55,27,43,53,05,WARD NO-05
55,27,43,53,06,WARD NO-06
55,27,43,53,07,WARD NO-07
55,27,43,53,08,WARD NO-08
55,27,43,53,09,ARD NO-09
55,27,43,99,19,BULAKIPUR
55,27,43,99,38,GHORAGHAT
55,27,43,99,57,PALSA
55,27,43,99,76,SINGRA
55,27,47,,,HAKIMPUR
55,27,47,57,,HAKIMPUR PAURASAVA
55,27,47,57,01,WARD NO-01
55,27,47,57,02,WARD NO-02
55,27,47,57,03,WARD NO-03
55,27,47,57,04,WARD NO-04
55,27,47,57,05,WARD NO-05
55,27,47,57,06,WARD NO-06
55,27,47,57,07,WARD NO-07
55,27,47,57,08,WARD NO-08
55,27,47,57,09,WARD NO-09
55,27,47,99,13,ALIHAT
55,27,47,99,40,BOALDAR
55,27,47,99,81,KHATTA MADHAB PARA
55,27,56,,,KAHAROLE
55,27,56,99,15,DABAR
55,27,56,99,31,MUKUNDAPUR
55,27,56,99,47,RAMCHANDRAPUR
55,27,56,99,63,RASULPUR
55,27,56,99,79,SUNDARPUR
55,27,56,99,94,TARGAON
55,27,60,,,KHANSAMA
55,27,60,99,15,ALOKJHARI
55,27,60,99,31,ANGAR PARA
55,27,60,99,47,BHABKI
55,27,60,99,63,BHERBHERI
55,27,60,99,79,GOALDIHI
55,27,60,99,94,KHAMAR PARA
55,27,64,,,DINAJPUR SADAR
55,27,64,28,,DINAJPUR PAURASAVA
55,27,64,28,01,WARD NO-01
55,27,64,28,02,WARD NO-02
55,27,64,28,03,WARD NO-03
55,27,64,28,04,WARD NO-04
55,27,64,28,05,WARD NO-05
55,27,64,28,06,WARD NO-06
55,27,64,28,07,WARD NO-07
55,27,64,28,08,WARD NO-08
55,27,64,28,09,WARD NO-09
55,27,64,28,10,WARD NO-10
55,27,64,28,11,WARD NO-11
55,27,64,28,12,WARD NO-12
55,27,64,99,16,ASKARPUR
55,27,64,99,17,AULIAPUR
55,27,64,99,25,CHEHELGAZI
55,27,64,99,34,FAZILPUR
55,27,64,99,43,KAMALPUR
55,27,64,99,60,SHANKARPUR
55,27,64,99,69,SHASHARA
55,27,64,99,77,SEKHPURA
55,27,64,99,86,SUNDARBAN
55,27,64,99,94,UTHRAIL
55,27,69,,,NAWABGANJ
55,27,69,99,13,BHADURIA
55,27,69,99,17,BINODNAGAR
55,27,69,99,25,DAUDPUR
55,27,69,99,43,GOLAPGANJ
55,27,69,99,51,JOYPUR
55,27,69,99,69,KUSHDAHA
55,27,69,99,77,MAHMUDPUR
55,27,69,99,86,PUTIMARA
55,27,69,99,94,SHALKHURIA
55,27,77,,,PARBATIPUR
55,27,77,71,,PARBATIPUR PAURASAVA
55,27,77,71,01,WARD NO-01
55,27,77,71,02,WARD NO-02
55,27,77,71,03,WARD NO-03
55,27,77,71,04,WARD NO-04
55,27,77,71,05,WARD NO-05
55,27,77,71,06,WARD NO-06
55,27,77,71,07,WARD NO-07
55,27,77,71,08,WARD NO-08
55,27,77,71,09,WARD NO-09
55,27,77,99,16,BELAICHANDI
55,27,77,99,17,CHANDIPUR
55,27,77,99,25,HABRA
55,27,77,99,34,HAMIDPUR
55,27,77,99,43,HARIRAMPUR
55,27,77,99,51,MANMATHAPUR
55,27,77,99,60,MOMINPUR
55,27,77,99,69,MOSTAFAPUR
55,27,77,99,77,PALASHBARI
55,27,77,99,86,RAMPUR
55,32,,,,GAIBANDHA
55,32,21,,,FULCHHARI
55,32,21,99,11,ERENDABARI
55,32,21,99,23,FAZLUPUR
55,32,21,99,35,FULCHHARI
55,32,21,99,47,GAZARIA
55,32,21,99,59,KANCHI PARA
55,32,21,99,71,UDAKHALI
55,32,21,99,83,URIA
55,32,24,,,GAIBANDHA SADAR
55,32,24,22,,GAIBANDHA PAURASAVA
55,32,24,22,01,WARD NO-01
55,32,24,22,02,WARD NO-02
55,32,24,22,03,WARD NO-03
55,32,24,22,04,WARD NO-04
55,32,24,22,05,WARD NO-05
55,32,24,22,06,WARD NO-06
55,32,24,22,07,WARD NO-07
55,32,24,22,08,WARD NO-08
55,32,24,22,09,WARD NO-09
55,32,24,99,12,BADIAKHALI
55,32,24,99,14,BALLAMJHAR
55,32,24,99,21,BOALI
55,32,24,99,36,GHAGOA
55,32,24,99,43,GIDARI
55,32,24,99,51,KAMARJANI
55,32,24,99,58,KHOLAHATI
55,32,24,99,65,KUPTALA
55,32,24,99,73,LAKSHMIPUR
55,32,24,99,80,MALIBARI
55,32,24,99,85,MOLLAR CHAR
55,32,24,99,87,RAMCHANDRAPUR
55,32,24,99,94,SAHA PARA
55,32,30,,,GOBINDAGANJ
55,32,30,33,,GOBINDAGANJ PAURASAVA
55,32,30,33,01,WARD NO-01
55,32,30,33,02,WARD NO-02
55,32,30,33,03,WARD NO-03
55,32,30,33,04,WARD NO-04
55,32,30,33,05,WARD NO-05
55,32,30,33,06,WARD NO-06
55,32,30,33,07,WARD NO-07
55,32,30,33,08,WARD NO-08
55,32,30,33,09,WARD NO-09
55,32,30,99,10,DARBASTA
55,32,30,99,11,FULBARI
55,32,30,99,16,GUMANIGANJ
55,32,30,99,22,HARIRAMPUR
55,32,30,99,27,KAMARDAHA
55,32,30,99,33,KAMDIA
55,32,30,99,39,KATABARI
55,32,30,99,44,KOCHASAHAR
55,32,30,99,50,MAHIMAGANJ
55,32,30,99,55,NAKAI
55,32,30,99,61,RAJAHAR
55,32,30,99,67,RAKHAL BURUZ
55,32,30,99,72,SHALMARA
55,32,30,99,78,SAPMARA
55,32,30,99,83,SHAKHAHAR
55,32,30,99,89,SHIBPUR
55,32,30,99,94,TALUK KANUPUR
55,32,67,,,PALASHBARI
55,32,67,66,,PALASHBARI PAURASHAV
55,32,67,66,85,PALASHBARI
55,32,67,99,13,BARISAL
55,32,67,99,19,BETKAPA
55,32,67,99,28,HARINATHPUR
55,32,67,99,38,HOSSAINPUR
55,32,67,99,47,KISHOREGARI
55,32,67,99,57,MOHADIPUR
55,32,67,99,66,MANOHARPUR
55,32,67,99,76,PABNAPUR
55,32,82,,,SADULLAPUR
55,32,82,99,13,BANAGRAM
55,32,82,99,17,BHATGRAM
55,32,82,99,25,DAMODARPUR
55,32,82,99,34,DHAPERHAT
55,32,82,99,43,FARIDPUR
55,32,82,99,51,IDILPUR
55,32,82,99,60,JAMALPUR
55,32,82,99,69,KHURDA KAMARPUR
55,32,82,99,77,KAMAR PARA
55,32,82,99,86,NALDANGA
55,32,82,99,94,RASULPUR
55,32,88,,,SAGHATA
55,32,88,99,13,BHARTKHALI
55,32,88,99,19,BONAR PARA
55,32,88,99,28,GHURIDAHA
55,32,88,99,38,HALDIA
55,32,88,99,47,JUMMERBARI
55,32,88,99,57,KACHUA
55,32,88,99,66,KAMALER PARA
55,32,88,99,76,PADUMSAHAR
55,32,88,99,85,SAGHATA
55,32,88,99,95,MUKTANAGAR
55,32,91,,,SUNDARGANJ
55,32,91,77,,SUNDARGANJ PAURASHAVA
55,32,91,77,01,WARD NO-01
55,32,91,77,02,WARD NO-02
55,32,91,77,03,WARD NO-03
55,32,91,77,04,WARD NO-04
55,32,91,77,05,WARD NO-05
55,32,91,77,06,WARD NO-06
55,32,91,77,07,WARD NO-07
55,32,91,77,08,WARD NO-08
55,32,91,77,09,WARD NO-09
55,32,91,99,11,BAMANDANGA
55,32,91,99,12,BELKA
55,32,91,99,18,CHANDIPUR
55,32,91,99,25,CHHAPARHATI
55,32,91,99,31,DAHABANDA
55,32,91,99,37,DHOPADANGA
55,32,91,99,44,HARIPUR
55,32,91,99,50,KANCHIBARI
55,32,91,99,56,KAPASIA
55,32,91,99,63,RAMJIBAN
55,32,91,99,69,SHANTIRAM
55,32,91,99,75,SARBANANDA
55,32,91,99,82,SONAROY
55,32,91,99,88,SREEPUR
55,32,91,99,94,TARAPUR
55,49,,,,KURIGRAM
55,49,06,,,BHURUNGAMARI
55,49,06,99,13,ANDHARI JHAR
55,49,06,99,19,BHURUNGAMARI
55,49,06,99,28,BOLDIA
55,49,06,99,38,BANGASONAHAT
55,49,06,99,47,CHAR BHURUNGAMARI
55,49,06,99,57,JOYMANIRHAT
55,49,06,99,66,PAIKER CHHARA
55,49,06,99,76,PATHARDUBI
55,49,06,99,85,SHILKHURI
55,49,06,99,95,TILAI
55,49,08,,,CHAR RAJIBPUR
55,49,08,99,19,CHAR RAJIBPUR
55,49,08,99,57,KODAILKATI
55,49,08,99,76,MOHANGANJ
55,49,09,,,CHILMARI
55,49,09,99,11,ASHTAMIR CHAR
55,49,09,99,23,CHILMARI
55,49,09,99,47,NAYERHAT
55,49,09,99,59,RAMNA
55,49,09,99,71,RANIGANJ
55,49,09,99,83,THANAHAT
55,49,18,,,PHULBARI
55,49,18,99,13,BARA BHITA
55,49,18,99,27,BHANAGMORE
55,49,18,99,40,PHULBARI
55,49,18,99,54,KASHIPUR
55,49,18,99,67,NAODANGA
55,49,18,99,81,SHIMULBARI
55,49,52,,,KURIGRAM SADAR
55,49,52,33,,KURIGRAM PAURASAVA
55,49,52,33,01,WARD NO-01
55,49,52,33,02,WARD NO-02
55,49,52,33,03,WARD NO-03
55,49,52,33,04,WARD NO-04
55,49,52,33,05,WARD NO-05
55,49,52,33,06,WARD NO-06
55,49,52,33,07,WARD NO-07
55,49,52,33,08,WARD NO-08
55,49,52,33,09,WARD NO-09
55,49,52,99,17,BELGACHHA
55,49,52,99,19,BHOGDANGA
55,49,52,99,28,GHOGADAHA
55,49,52,99,38,HOLOKHANA
55,49,52,99,47,JATRAPUR
55,49,52,99,57,KANTHALBARI
55,49,52,99,76,MOGALBACHHA
55,49,52,99,85,PUNCHGACHHI
55,49,61,,,NAGESHWARI
55,49,61,55,,NAGESHWARI PAURASHAVA
55,49,61,55,01,WARD NO-01
55,49,61,55,02,WARD NO-02
55,49,61,55,03,WARD NO-03
55,49,61,55,04,WARD NO-04
55,49,61,55,05,WARD NO-05
55,49,61,55,06,WARD NO-06
55,49,61,55,07,WARD NO-07
55,49,61,55,08,WARD NO-08
55,49,61,55,09,WARD NO-09
55,49,61,99,11,BALLABHER KHAS
55,49,61,99,12,BAMANDANGA
55,49,61,99,18,BERUBARI
55,49,61,99,25,BHITARBAND
55,49,61,99,31,HASNABAD
55,49,61,99,37,KACHAKATA
55,49,61,99,44,KALIGANJ
55,49,61,99,50,KEDAR
55,49,61,99,63,NARAYANPUR
55,49,61,99,69,NEWASHI
55,49,61,99,75,NOONKHAWA
55,49,61,99,82,ROYGANJ
55,49,61,99,88,RAMKHANA
55,49,61,99,94,SANTOSHPUR
55,49,77,,,RAJARHAT
55,49,77,99,10,BIDYANANDA
55,49,77,99,21,CHAKIRPASHAR
55,49,77,99,31,CHHINAI
55,49,77,99,42,GHARIALDANGA
55,49,77,99,52,NAZIMKHAN
55,49,77,99,73,RAJARHAT
55,49,77,99,84,OMAR MAJID
55,49,79,,,RAUMARI
55,49,79,99,11,BANDABER
55,49,79,99,23,DANTBHANGA
55,49,79,99,35,JADUR CHAR
55,49,79,99,71,RAUMARI
55,49,79,99,83,SAULMARI
55,49,94,,,ULIPUR
55,49,94,66,,ULIPUR PAURASAVA
55,49,94,66,01,WARD NO-01
55,49,94,66,02,WARD NO-02
55,49,94,66,03,WARD NO-03
55,49,94,66,04,WARD NO-04
55,49,94,66,05,WARD NO-05
55,49,94,66,06,WARD NO-06
55,49,94,66,07,WARD NO-07
55,49,94,66,08,WARD NO-08
55,49,94,66,09,WARD NO-09
55,49,94,99,14,BEGUMGANJ
55,49,94,99,16,BAZRA
55,49,94,99,22,BURABURI
55,49,94,99,33,DALDALIA
55,49,94,99,39,DHAMSERNI
55,49,94,99,44,DHARANIBARI
55,49,94,99,50,DURGAPUR
55,49,94,99,55,GUNAIGACHH
55,49,94,99,61,HATIA
55,49,94,99,72,PANDUL
55,49,94,99,75,SAHEBER ALGA
55,49,94,99,78,TABAKPUR
55,49,94,99,83,THETROY
55,52,,,,LALMONIRHAT
55,52,02,,,ADITMARI
55,52,02,99,10,BHADAI
55,52,02,99,11,BHELABARI
55,52,02,99,41,DURGAPUR
55,52,02,99,59,KAMALABARI
55,52,02,99,71,MAHISHKHOCHA
55,52,02,99,77,PALASHI
55,52,02,99,83,SAPTIBARI
55,52,02,99,89,SARPUKUR
55,52,33,,,HATIBANDHA
55,52,33,99,15,BARAKHATA
55,52,33,99,19,BHALAGURI
55,52,33,99,28,DAOABARI
55,52,33,99,31,FAKIR PARA
55,52,33,99,38,GODDIMARI
55,52,33,99,47,GOTAMARI
55,52,33,99,57,NOWDABASH
55,52,33,99,66,PATIKA PARA
55,52,33,99,74,SANIAJAN
55,52,33,99,76,SHINGIMARI
55,52,33,99,85,SINDURNA
55,52,33,99,95,TANGBHANGA
55,52,39,,,KALIGANJ
55,52,39,99,17,BHOTEMARI
55,52,39,99,23,CHALBALA
55,52,39,99,29,CHANDRAPUR
